path,language,duration_s,clipping_rate,vad_ratio,hard_reject_reason
data\audios\hindi\train-00003-of-00064\efb7cb00-27e6-4c39-a1e7-f68fc2f5df83_0_chunk_3.flac,hindi,1.518,0.0,0.2,vad_ratio=0.2 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\efb7cb00-27e6-4c39-a1e7-f68fc2f5df83_0_chunk_8.flac,hindi,1.164,0.0,0.2631578947368421,vad_ratio=0.2632 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\efee4454-a885-4c16-83a3-2f7c6c4db8fa_0_chunk_27.flac,hindi,0.448,0.0,0.21428571428571427,vad_ratio=0.2143 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f171d214-54ff-4f89-bdc9-ebd11bcb25ca_0_chunk_18.flac,hindi,3.366,0.0,0.125,vad_ratio=0.125 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f171d214-54ff-4f89-bdc9-ebd11bcb25ca_0_chunk_29.flac,hindi,2.535,0.0,0.09523809523809523,vad_ratio=0.0952 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f307301f-f8ba-453e-b4c0-d1dc4c4c391c_0_chunk_23.flac,hindi,0.353,0.0,0.09090909090909091,vad_ratio=0.0909 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f9adddcb-dd5a-4aad-9011-8bba2464957d_1_chunk_16.flac,hindi,2.025,0.0,0.16417910447761194,vad_ratio=0.1642 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f9adddcb-dd5a-4aad-9011-8bba2464957d_1_chunk_25.flac,hindi,2.077,0.0,0.2318840579710145,vad_ratio=0.2319 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f9adddcb-dd5a-4aad-9011-8bba2464957d_1_chunk_19.flac,hindi,4.756,0.0,0.17088607594936708,vad_ratio=0.1709 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_11.flac,hindi,2.227,0.0,0.25675675675675674,vad_ratio=0.2568 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f9adddcb-dd5a-4aad-9011-8bba2464957d_1_chunk_20.flac,hindi,4.981,0.0,0.25903614457831325,vad_ratio=0.259 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_13.flac,hindi,2.628,0.0,0.27586206896551724,vad_ratio=0.2759 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_15.flac,hindi,2.604,0.0,0.18604651162790697,vad_ratio=0.186 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\f9adddcb-dd5a-4aad-9011-8bba2464957d_1_chunk_5.flac,hindi,5.088,0.0,0.20710059171597633,vad_ratio=0.2071 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_2.flac,hindi,1.187,0.0,0.1794871794871795,vad_ratio=0.1795 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_17.flac,hindi,2.387,0.0,0.26582278481012656,vad_ratio=0.2658 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_19.flac,hindi,2.57,0.0,0.2823529411764706,vad_ratio=0.2824 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_3.flac,hindi,1.97,0.0,0.16923076923076924,vad_ratio=0.1692 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_5.flac,hindi,1.956,0.0,0.23076923076923078,vad_ratio=0.2308 < adaptive_floor=0.2909
data\audios\hindi\train-00003-of-00064\fd990e5c-882e-4271-a20a-0c0d1fc409cf_0_chunk_4.flac,hindi,2.137,0.0,0.15492957746478872,vad_ratio=0.1549 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\02638e48-9be3-41d4-bad9-077da82376eb_0_chunk_20.flac,hindi,0.447,0.0,0.07142857142857142,vad_ratio=0.0714 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\02638e48-9be3-41d4-bad9-077da82376eb_0_chunk_25.flac,hindi,1.506,0.0,0.22,vad_ratio=0.22 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_1.flac,hindi,1.574,0.0,0.1346153846153846,vad_ratio=0.1346 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_13.flac,hindi,1.752,0.0,0.08620689655172414,vad_ratio=0.0862 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_11.flac,hindi,2.889,0.0,0.21875,vad_ratio=0.2188 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_2.flac,hindi,1.85,0.0,0.13114754098360656,vad_ratio=0.1311 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_12.flac,hindi,3.177,0.0,0.1523809523809524,vad_ratio=0.1524 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_10.flac,hindi,3.767,0.0,0.216,vad_ratio=0.216 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_3.flac,hindi,2.226,0.0,0.16216216216216217,vad_ratio=0.1622 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_7.flac,hindi,2.57,0.0,0.2,vad_ratio=0.2 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_6.flac,hindi,3.613,0.0,0.26666666666666666,vad_ratio=0.2667 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_9.flac,hindi,3.201,0.0,0.2169811320754717,vad_ratio=0.217 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_8.flac,hindi,4.701,0.0,0.27564102564102566,vad_ratio=0.2756 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\05159fd6-e948-49af-8a0a-80573c9d66f3_0_chunk_5.flac,hindi,8.641,0.0,0.2604166666666667,vad_ratio=0.2604 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\0855f395-e4cc-4518-9292-67e676aa6c3b_1_chunk_20.flac,hindi,0.351,0.0,0.2727272727272727,vad_ratio=0.2727 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\13b0a60c-30f5-416b-9c1a-1926eb22226c_0_chunk_23.flac,hindi,3.466,0.0,0.16521739130434782,vad_ratio=0.1652 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\188fc6a3-1893-481b-b5d4-c328228b902d_0_chunk_21.flac,hindi,0.69,0.0,0.2608695652173913,vad_ratio=0.2609 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\199b5f1e-5491-48fb-948c-e775483c03ed_0_chunk_1.flac,hindi,1.932,0.0,0.234375,vad_ratio=0.2344 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\188fc6a3-1893-481b-b5d4-c328228b902d_0_chunk_9.flac,hindi,3.908,0.0,0.2230769230769231,vad_ratio=0.2231 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\199b5f1e-5491-48fb-948c-e775483c03ed_0_chunk_12.flac,hindi,2.944,0.0,0.25510204081632654,vad_ratio=0.2551 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\199b5f1e-5491-48fb-948c-e775483c03ed_0_chunk_2.flac,hindi,1.883,0.0,0.22580645161290322,vad_ratio=0.2258 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\199b5f1e-5491-48fb-948c-e775483c03ed_0_chunk_35.flac,hindi,1.714,0.0,0.19298245614035087,vad_ratio=0.193 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1c9b0f96-3f85-4c9f-b3b4-f8b11d3e6009_1_chunk_1.flac,hindi,3.717,0.0,0.08130081300813008,vad_ratio=0.0813 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1c9b0f96-3f85-4c9f-b3b4-f8b11d3e6009_1_chunk_9.flac,hindi,3.658,0.0,0.2396694214876033,vad_ratio=0.2397 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_12.flac,hindi,0.736,0.0,0.16666666666666666,vad_ratio=0.1667 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_13.flac,hindi,0.83,0.0,0.18518518518518517,vad_ratio=0.1852 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_14.flac,hindi,0.831,0.0,0.1111111111111111,vad_ratio=0.1111 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_24.flac,hindi,0.734,0.0,0.25,vad_ratio=0.25 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_15.flac,hindi,5.246,0.0,0.28160919540229884,vad_ratio=0.2816 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_4.flac,hindi,0.927,0.0,0.23333333333333334,vad_ratio=0.2333 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_5.flac,hindi,1.38,0.0,0.13043478260869565,vad_ratio=0.1304 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\1d1ed04a-a788-4197-b8ad-5519c3e9ba5a_0_chunk_9.flac,hindi,5.729,0.0,0.2,vad_ratio=0.2 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\377d0754-d587-4fc7-b6fe-e121d81aa9ba_0_chunk_11.flac,hindi,0.832,0.0,0.18518518518518517,vad_ratio=0.1852 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\377d0754-d587-4fc7-b6fe-e121d81aa9ba_0_chunk_18.flac,hindi,1.122,0.0,0.21621621621621623,vad_ratio=0.2162 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\377d0754-d587-4fc7-b6fe-e121d81aa9ba_0_chunk_25.flac,hindi,0.638,0.0,0.14285714285714285,vad_ratio=0.1429 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\377d0754-d587-4fc7-b6fe-e121d81aa9ba_0_chunk_28.flac,hindi,2.481,0.0,0.23170731707317074,vad_ratio=0.2317 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\377d0754-d587-4fc7-b6fe-e121d81aa9ba_0_chunk_9.flac,hindi,3.329,0.0,0.2,vad_ratio=0.2 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\378b2dfd-e1b2-4866-a6c8-b3e8baa61776_0_chunk_1.flac,hindi,4.26,0.0,0.2605633802816901,vad_ratio=0.2606 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\378b2dfd-e1b2-4866-a6c8-b3e8baa61776_0_chunk_4.flac,hindi,2.79,0.0,0.21505376344086022,vad_ratio=0.2151 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\3b1f146e-760e-47c7-a0a9-2fd975e2c54e_0_chunk_1.flac,hindi,1.358,0.0,0.2222222222222222,vad_ratio=0.2222 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\3b1f146e-760e-47c7-a0a9-2fd975e2c54e_0_chunk_16.flac,hindi,1.954,0.0,0.2153846153846154,vad_ratio=0.2154 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\3b1f146e-760e-47c7-a0a9-2fd975e2c54e_0_chunk_19.flac,hindi,3.22,0.0,0.1308411214953271,vad_ratio=0.1308 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\3b1f146e-760e-47c7-a0a9-2fd975e2c54e_0_chunk_2.flac,hindi,2.207,0.0,0.2465753424657534,vad_ratio=0.2466 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\3b1f146e-760e-47c7-a0a9-2fd975e2c54e_0_chunk_21.flac,hindi,2.268,0.0,0.26666666666666666,vad_ratio=0.2667 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\3b1f146e-760e-47c7-a0a9-2fd975e2c54e_0_chunk_7.flac,hindi,1.464,0.0,0.2708333333333333,vad_ratio=0.2708 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\3b1f146e-760e-47c7-a0a9-2fd975e2c54e_0_chunk_4.flac,hindi,4.244,0.0,0.24113475177304963,vad_ratio=0.2411 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_16.flac,hindi,0.639,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_15.flac,hindi,3.783,0.0,0.2777777777777778,vad_ratio=0.2778 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_23.flac,hindi,1.598,0.0,0.24528301886792453,vad_ratio=0.2453 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_4.flac,hindi,0.427,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_12.flac,hindi,9.661,0.0,0.2888198757763975,vad_ratio=0.2888 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_13.flac,hindi,10.077,0.0,0.17313432835820897,vad_ratio=0.1731 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\41a7ad5a-08c8-418e-b497-0b405c98bb75_1_chunk_3.flac,hindi,1.085,0.0,0.2777777777777778,vad_ratio=0.2778 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\41a7ad5a-08c8-418e-b497-0b405c98bb75_1_chunk_11.flac,hindi,3.131,0.0,0.11538461538461539,vad_ratio=0.1154 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_9.flac,hindi,4.449,0.0,0.16216216216216217,vad_ratio=0.1622 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\41a7ad5a-08c8-418e-b497-0b405c98bb75_1_chunk_7.flac,hindi,1.9,0.0,0.2698412698412698,vad_ratio=0.2698 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_8.flac,hindi,8.453,0.0,0.09252669039145907,vad_ratio=0.0925 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\4142877d-9819-4221-bc14-2e0833e008ef_1_chunk_7.flac,hindi,9.473,0.0,0.1365079365079365,vad_ratio=0.1365 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\43444292-0d34-4c00-9cf3-e953d5659410_0_chunk_24.flac,hindi,1.303,0.0,0.18604651162790697,vad_ratio=0.186 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\51fb18f4-6a8b-42ce-8ce8-0b8c7c7ac72b_1_chunk_24.flac,hindi,1.292,0.0,0.2558139534883721,vad_ratio=0.2558 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807030_chunk_1.flac,hindi,3.273,0.0,0.1559633027522936,vad_ratio=0.156 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_11.flac,hindi,1.887,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_1.flac,hindi,5.783,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_14.flac,hindi,5.123,0.0,0.041176470588235294,vad_ratio=0.0412 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_17.flac,hindi,4.722,0.0,0.012738853503184714,vad_ratio=0.0127 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_15.flac,hindi,7.784,0.0,0.007722007722007722,vad_ratio=0.0077 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_16.flac,hindi,7.605,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_10.flac,hindi,13.6,0.0,0.019867549668874173,vad_ratio=0.0199 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_2.flac,hindi,6.782,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_5.flac,hindi,5.534,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_6.flac,hindi,5.634,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_3.flac,hindi,9.712,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_18.flac,hindi,11.197,0.0,0.00804289544235925,vad_ratio=0.008 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_13.flac,hindi,15.953,0.0,0.011299435028248588,vad_ratio=0.0113 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557811455_chunk_1.flac,hindi,4.135,0.0,0.08759124087591241,vad_ratio=0.0876 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_8.flac,hindi,8.418,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_7.flac,hindi,9.854,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_12.flac,hindi,18.208,0.0,0.0033003300330033004,vad_ratio=0.0033 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_4.flac,hindi,15.615,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557807074_chunk_9.flac,hindi,20.99,0.0,0.008583690987124463,vad_ratio=0.0086 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557868829_chunk_42.flac,hindi,1.36,0.0,0.26666666666666666,vad_ratio=0.2667 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557868851_chunk_23.flac,hindi,1.311,0.0,0.23255813953488372,vad_ratio=0.2326 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557887474_chunk_1.flac,hindi,6.346,0.0,0.23222748815165878,vad_ratio=0.2322 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557890251_chunk_3.flac,hindi,1.711,0.0,0.17543859649122806,vad_ratio=0.1754 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557904323_chunk_4.flac,hindi,5.44,0.0,0.2154696132596685,vad_ratio=0.2155 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557904323_chunk_2.flac,hindi,6.689,0.0,0.17567567567567569,vad_ratio=0.1757 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557904323_chunk_8.flac,hindi,8.609,0.0,0.21678321678321677,vad_ratio=0.2168 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557907050_chunk_10.flac,hindi,9.955,0.0,0.2598187311178248,vad_ratio=0.2598 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557907050_chunk_6.flac,hindi,8.38,0.0,0.21863799283154123,vad_ratio=0.2186 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557907050_chunk_8.flac,hindi,23.428,0.0,0.2858974358974359,vad_ratio=0.2859 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557912262_chunk_1.flac,hindi,1.875,0.0,0.20967741935483872,vad_ratio=0.2097 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557912054_chunk_1.flac,hindi,3.376,0.0,0.25892857142857145,vad_ratio=0.2589 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557912325_chunk_13.flac,hindi,1.12,0.0,0.1891891891891892,vad_ratio=0.1892 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557912856_chunk_1.flac,hindi,4.576,0.0,0.03289473684210526,vad_ratio=0.0329 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557916411_chunk_1.flac,hindi,0.694,0.0,0.08695652173913043,vad_ratio=0.087 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557917428_chunk_1.flac,hindi,1.496,0.0,0.20408163265306123,vad_ratio=0.2041 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557917608_chunk_1.flac,hindi,1.852,0.0,0.16393442622950818,vad_ratio=0.1639 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_13.flac,hindi,6.308,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_16.flac,hindi,6.221,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_10.flac,hindi,11.368,0.0,0.023809523809523808,vad_ratio=0.0238 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_14.flac,hindi,8.548,0.0,0.007042253521126761,vad_ratio=0.007 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_17.flac,hindi,7.872,0.0,0.03435114503816794,vad_ratio=0.0344 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_12.flac,hindi,12.658,0.0,0.0023752969121140144,vad_ratio=0.0024 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_1.flac,hindi,15.549,0.0,0.1776061776061776,vad_ratio=0.1776 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_11.flac,hindi,14.349,0.0,0.006276150627615063,vad_ratio=0.0063 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_15.flac,hindi,12.427,0.0,0.0024154589371980675,vad_ratio=0.0024 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_19.flac,hindi,7.589,0.0,0.0,vad_ratio=0.0 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_4.flac,hindi,6.973,0.0,0.09913793103448276,vad_ratio=0.0991 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_5.flac,hindi,7.751,0.0,0.003875968992248062,vad_ratio=0.0039 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_7.flac,hindi,7.726,0.0,0.011673151750972763,vad_ratio=0.0117 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_18.flac,hindi,11.683,0.0,0.02313624678663239,vad_ratio=0.0231 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_2.flac,hindi,12.168,0.0,0.07654320987654321,vad_ratio=0.0765 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_9.flac,hindi,7.765,0.0,0.007751937984496124,vad_ratio=0.0078 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_6.flac,hindi,14.138,0.0,0.029723991507430998,vad_ratio=0.0297 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_8.flac,hindi,15.047,0.0,0.021956087824351298,vad_ratio=0.022 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557925509_chunk_3.flac,hindi,18.817,0.0,0.12280701754385964,vad_ratio=0.1228 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557926550_chunk_13.flac,hindi,2.283,0.0,0.2631578947368421,vad_ratio=0.2632 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557926960_chunk_15.flac,hindi,4.058,0.0,0.14074074074074075,vad_ratio=0.1407 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557927495_chunk_12.flac,hindi,1.212,0.0,0.275,vad_ratio=0.275 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557927495_chunk_13.flac,hindi,2.418,0.0,0.275,vad_ratio=0.275 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557927495_chunk_15.flac,hindi,1.412,0.0,0.2765957446808511,vad_ratio=0.2766 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557927495_chunk_5.flac,hindi,2.428,0.0,0.2875,vad_ratio=0.2875 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929475_chunk_11.flac,hindi,1.244,0.0,0.1951219512195122,vad_ratio=0.1951 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929475_chunk_2.flac,hindi,1.963,0.0,0.18461538461538463,vad_ratio=0.1846 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929475_chunk_14.flac,hindi,4.009,0.0,0.14285714285714285,vad_ratio=0.1429 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929475_chunk_5.flac,hindi,2.198,0.0,0.2876712328767123,vad_ratio=0.2877 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929475_chunk_6.flac,hindi,2.872,0.0,0.11578947368421053,vad_ratio=0.1158 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929475_chunk_15.flac,hindi,8.18,0.0,0.20588235294117646,vad_ratio=0.2059 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929475_chunk_17.flac,hindi,8.719,0.0,0.041379310344827586,vad_ratio=0.0414 < adaptive_floor=0.2909
data\audios\hindi\train-00004-of-00064\5348024557929790_chunk_12.flac,hindi,1.259,0.0,0.21951219512195122,vad_ratio=0.2195 < adaptive_floor=0.2909
